
InvoiceID,InvoiceLineID,accm_txn_complete_time
61,334,2021-09-23 00:00:00
61,335,2021-09-19 00:00:00
61,336,2021-09-23 00:00:00
61,337,2021-09-19 00:00:00
61,338,2021-09-23 00:00:00
61,339,2021-09-22 00:00:00
62,340,2021-10-01 00:00:00
63,341,2021-10-10 00:00:00
63,342,2021-10-10 00:00:00
64,343,2021-10-10 00:00:00
64,344,2021-10-13 00:00:00
65,345,2021-10-12 00:00:00
65,346,2021-10-15 00:00:00
65,347,2021-10-13 00:00:00
65,348,2021-10-14 00:00:00
66,349,2021-10-13 00:00:00
66,350,2021-10-16 00:00:00
66,351,2021-10-12 00:00:00
66,352,2021-10-12 00:00:00
66,353,2021-10-13 00:00:00
66,354,2021-10-12 00:00:00
67,355,2021-10-16 00:00:00
67,356,2021-10-18 00:00:00
67,357,2021-10-19 00:00:00
67,358,2021-10-16 00:00:00
67,359,2021-10-16 00:00:00
67,360,2021-10-16 00:00:00
67,361,2021-10-15 00:00:00
67,362,2021-10-17 00:00:00
67,363,2021-10-17 00:00:00
68,364,2021-10-21 00:00:00
68,365,2021-10-24 00:00:00
68,366,2021-10-21 00:00:00
68,367,2021-10-20 00:00:00
68,368,2021-10-24 00:00:00
68,369,2021-10-23 00:00:00
68,370,2021-10-23 00:00:00
68,371,2021-10-24 00:00:00
68,372,2021-10-21 00:00:00
68,373,2021-10-20 00:00:00
68,374,2021-10-23 00:00:00
68,375,2021-10-21 00:00:00
68,376,2021-10-20 00:00:00
68,377,2021-10-22 00:00:00
69,378,2021-10-30 00:00:00
70,379,2021-11-13 00:00:00
70,380,2021-11-14 00:00:00
71,381,2021-11-11 00:00:00
71,382,2021-11-14 00:00:00
72,383,2021-11-13 00:00:00
72,384,2021-11-15 00:00:00
72,385,2021-11-12 00:00:00
72,386,2021-11-12 00:00:00
73,387,2021-11-16 00:00:00
73,388,2021-11-12 00:00:00
73,389,2021-11-15 00:00:00
73,390,2021-11-13 00:00:00
73,391,2021-11-15 00:00:00
73,392,2021-11-14 00:00:00
74,393,2021-11-15 00:00:00
74,394,2021-11-15 00:00:00
74,395,2021-11-19 00:00:00
74,396,2021-11-18 00:00:00
74,397,2021-11-18 00:00:00
74,398,2021-11-18 00:00:00
74,399,2021-11-16 00:00:00
74,400,2021-11-19 00:00:00
74,401,2021-11-15 00:00:00
75,402,2021-11-20 00:00:00
75,403,2021-11-21 00:00:00
75,404,2021-11-23 00:00:00
75,405,2021-11-24 00:00:00
75,406,2021-11-24 00:00:00
75,407,2021-11-21 00:00:00
75,408,2021-11-22 00:00:00
75,409,2021-11-23 00:00:00
75,410,2021-11-22 00:00:00
75,411,2021-11-23 00:00:00
75,412,2021-11-23 00:00:00
75,413,2021-11-21 00:00:00
75,414,2021-11-23 00:00:00
75,415,2021-11-20 00:00:00
76,416,2021-12-02 00:00:00
77,417,2021-12-13 00:00:00
77,418,2021-12-11 00:00:00
78,419,2021-12-14 00:00:00
78,420,2021-12-15 00:00:00
79,421,2021-12-12 00:00:00
79,422,2021-12-12 00:00:00
79,423,2021-12-15 00:00:00
79,424,2021-12-12 00:00:00
80,425,2021-12-15 00:00:00
80,426,2021-12-16 00:00:00
80,427,2021-12-15 00:00:00
80,428,2021-12-16 00:00:00
80,429,2021-12-15 00:00:00
80,430,2021-12-16 00:00:00
81,431,2021-12-18 00:00:00
81,432,2021-12-16 00:00:00
81,433,2021-12-16 00:00:00
81,434,2021-12-19 00:00:00
81,435,2021-12-20 00:00:00
81,436,2021-12-16 00:00:00
81,437,2021-12-20 00:00:00
81,438,2021-12-18 00:00:00
81,439,2021-12-18 00:00:00
82,440,2021-12-22 00:00:00
82,441,2021-12-21 00:00:00
82,442,2021-12-24 00:00:00
82,443,2021-12-22 00:00:00
82,444,2021-12-25 00:00:00
82,445,2021-12-21 00:00:00
82,446,2021-12-23 00:00:00
82,447,2021-12-21 00:00:00
82,448,2021-12-21 00:00:00
82,449,2021-12-23 00:00:00
82,450,2021-12-25 00:00:00
82,451,2021-12-24 00:00:00
82,452,2021-12-23 00:00:00
82,453,2021-12-22 00:00:00
83,454,2022-01-02 00:00:00
84,455,2022-01-15 00:00:00
84,456,2022-01-13 00:00:00
85,457,2022-01-11 00:00:00
85,458,2022-01-12 00:00:00
86,459,2022-01-16 00:00:00
86,460,2022-01-14 00:00:00
86,461,2022-01-15 00:00:00
86,462,2022-01-15 00:00:00
87,463,2022-01-13 00:00:00
87,464,2022-01-14 00:00:00
87,465,2022-01-14 00:00:00
87,466,2022-01-14 00:00:00
87,467,2022-01-15 00:00:00
87,468,2022-01-14 00:00:00
88,469,2022-01-20 00:00:00
88,470,2022-01-20 00:00:00
88,471,2022-01-20 00:00:00
88,472,2022-01-18 00:00:00
88,473,2022-01-20 00:00:00
88,474,2022-01-16 00:00:00
88,475,2022-01-16 00:00:00
88,476,2022-01-16 00:00:00
88,477,2022-01-16 00:00:00
89,478,2022-01-23 00:00:00
89,479,2022-01-21 00:00:00
89,480,2022-01-25 00:00:00
89,481,2022-01-24 00:00:00
89,482,2022-01-25 00:00:00
89,483,2022-01-23 00:00:00
89,484,2022-01-24 00:00:00
89,485,2022-01-22 00:00:00
89,486,2022-01-22 00:00:00
89,487,2022-01-22 00:00:00
89,488,2022-01-21 00:00:00
89,489,2022-01-21 00:00:00
89,490,2022-01-23 00:00:00
89,491,2022-01-24 00:00:00
90,492,2022-02-01 00:00:00
91,493,2022-02-12 00:00:00
91,494,2022-02-13 00:00:00
92,495,2022-02-15 00:00:00
92,496,2022-02-11 00:00:00
93,497,2022-02-15 00:00:00
93,498,2022-02-13 00:00:00
93,499,2022-02-13 00:00:00
93,500,2022-02-16 00:00:00
94,501,2022-02-13 00:00:00
94,502,2022-02-13 00:00:00
94,503,2022-02-17 00:00:00
94,504,2022-02-14 00:00:00
94,505,2022-02-17 00:00:00
94,506,2022-02-16 00:00:00
95,507,2022-02-16 00:00:00
95,508,2022-02-18 00:00:00
95,509,2022-02-17 00:00:00
95,510,2022-02-16 00:00:00
95,511,2022-02-17 00:00:00
95,512,2022-02-17 00:00:00
95,513,2022-02-19 00:00:00
95,514,2022-02-16 00:00:00
95,515,2022-02-20 00:00:00
96,516,2022-02-25 00:00:00
96,517,2022-02-25 00:00:00
96,518,2022-02-21 00:00:00
96,519,2022-02-21 00:00:00
96,520,2022-02-23 00:00:00
96,521,2022-02-22 00:00:00
96,522,2022-02-21 00:00:00
96,523,2022-02-21 00:00:00
96,524,2022-02-21 00:00:00
96,525,2022-02-24 00:00:00
96,526,2022-02-23 00:00:00
96,527,2022-02-24 00:00:00
96,528,2022-02-23 00:00:00
96,529,2022-02-21 00:00:00
97,530,2022-03-05 00:00:00
98,531,2022-03-17 00:00:00
98,532,2022-03-14 00:00:00
99,533,2022-03-14 00:00:00
99,534,2022-03-18 00:00:00
100,535,2022-03-18 00:00:00
100,536,2022-03-15 00:00:00
100,537,2022-03-15 00:00:00
100,538,2022-03-18 00:00:00
101,539,2022-03-16 00:00:00
101,540,2022-03-17 00:00:00
101,541,2022-03-19 00:00:00
101,542,2022-03-18 00:00:00
101,543,2022-03-18 00:00:00
101,544,2022-03-19 00:00:00
102,545,2022-03-19 00:00:00
102,546,2022-03-22 00:00:00
102,547,2022-03-22 00:00:00
102,548,2022-03-21 00:00:00
102,549,2022-03-21 00:00:00
102,550,2022-03-23 00:00:00
102,551,2022-03-22 00:00:00
102,552,2022-03-22 00:00:00
102,553,2022-03-23 00:00:00
103,554,2022-03-25 00:00:00
103,555,2022-03-25 00:00:00
103,556,2022-03-24 00:00:00
103,557,2022-03-27 00:00:00
103,558,2022-03-28 00:00:00
103,559,2022-03-27 00:00:00
103,560,2022-03-27 00:00:00
103,561,2022-03-27 00:00:00
103,562,2022-03-28 00:00:00
103,563,2022-03-27 00:00:00
103,564,2022-03-26 00:00:00
103,565,2022-03-26 00:00:00
103,566,2022-03-27 00:00:00
103,567,2022-03-28 00:00:00
104,568,2022-04-03 00:00:00
105,569,2022-04-18 00:00:00
105,570,2022-04-18 00:00:00
106,571,2022-04-16 00:00:00
106,572,2022-04-14 00:00:00
107,573,2022-04-15 00:00:00
107,574,2022-04-15 00:00:00
107,575,2022-04-15 00:00:00
107,576,2022-04-15 00:00:00
108,577,2022-04-16 00:00:00
108,578,2022-04-17 00:00:00
108,579,2022-04-20 00:00:00
108,580,2022-04-17 00:00:00
108,581,2022-04-17 00:00:00
108,582,2022-04-17 00:00:00
109,583,2022-04-19 00:00:00
109,584,2022-04-20 00:00:00
109,585,2022-04-22 00:00:00
109,586,2022-04-21 00:00:00
109,587,2022-04-19 00:00:00
109,588,2022-04-19 00:00:00
109,589,2022-04-23 00:00:00
109,590,2022-04-22 00:00:00
109,591,2022-04-23 00:00:00
110,592,2022-04-24 00:00:00
110,593,2022-04-28 00:00:00
110,594,2022-04-25 00:00:00
110,595,2022-04-27 00:00:00
110,596,2022-04-26 00:00:00
110,597,2022-04-27 00:00:00
110,598,2022-04-26 00:00:00
110,599,2022-04-26 00:00:00
110,600,2022-04-27 00:00:00
110,601,2022-04-27 00:00:00
110,602,2022-04-26 00:00:00
110,603,2022-04-27 00:00:00
110,604,2022-04-24 00:00:00
110,605,2022-04-27 00:00:00
111,606,2022-05-02 00:00:00
112,607,2022-05-19 00:00:00
112,608,2022-05-15 00:00:00
113,609,2022-05-17 00:00:00
113,610,2022-05-17 00:00:00
114,611,2022-05-17 00:00:00
114,612,2022-05-17 00:00:00
114,613,2022-05-18 00:00:00
114,614,2022-05-18 00:00:00
115,615,2022-05-21 00:00:00
115,616,2022-05-18 00:00:00
115,617,2022-05-21 00:00:00
115,618,2022-05-17 00:00:00
115,619,2022-05-20 00:00:00
115,620,2022-05-17 00:00:00
116,621,2022-05-24 00:00:00
116,622,2022-05-23 00:00:00
116,623,2022-05-20 00:00:00
116,624,2022-05-22 00:00:00
116,625,2022-05-24 00:00:00
116,626,2022-05-22 00:00:00
116,627,2022-05-21 00:00:00
116,628,2022-05-21 00:00:00
116,629,2022-05-23 00:00:00
117,630,2022-05-28 00:00:00
117,631,2022-05-28 00:00:00
117,632,2022-05-28 00:00:00
117,633,2022-05-26 00:00:00
117,634,2022-05-29 00:00:00
117,635,2022-05-28 00:00:00
117,636,2022-05-26 00:00:00
117,637,2022-05-25 00:00:00
117,638,2022-05-29 00:00:00
117,639,2022-05-25 00:00:00
117,640,2022-05-28 00:00:00
117,641,2022-05-29 00:00:00
117,642,2022-05-26 00:00:00
117,643,2022-05-26 00:00:00
118,644,2022-06-06 00:00:00
119,645,2022-06-17 00:00:00
119,646,2022-06-16 00:00:00
120,647,2022-06-16 00:00:00
120,648,2022-06-19 00:00:00
121,649,2022-06-17 00:00:00
121,650,2022-06-20 00:00:00
121,651,2022-06-17 00:00:00
121,652,2022-06-16 00:00:00
122,653,2022-06-20 00:00:00
122,654,2022-06-18 00:00:00
122,655,2022-06-17 00:00:00
122,656,2022-06-18 00:00:00
122,657,2022-06-20 00:00:00
122,658,2022-06-18 00:00:00
123,659,2022-06-21 00:00:00
123,660,2022-06-24 00:00:00
123,661,2022-06-24 00:00:00
123,662,2022-06-23 00:00:00
123,663,2022-06-20 00:00:00
123,664,2022-06-21 00:00:00
123,665,2022-06-23 00:00:00
123,666,2022-06-21 00:00:00
123,667,2022-06-20 00:00:00
124,668,2022-06-25 00:00:00
124,669,2022-06-26 00:00:00
124,670,2022-06-27 00:00:00
124,671,2022-06-26 00:00:00
124,672,2022-06-26 00:00:00
124,673,2022-06-29 00:00:00
124,674,2022-06-29 00:00:00
124,675,2022-06-28 00:00:00
124,676,2022-06-29 00:00:00
124,677,2022-06-28 00:00:00
124,678,2022-06-27 00:00:00
124,679,2022-06-26 00:00:00
124,680,2022-06-26 00:00:00
124,681,2022-06-25 00:00:00
125,682,2022-07-07 00:00:00
126,683,2022-07-16 00:00:00
126,684,2022-07-17 00:00:00
127,685,2022-07-16 00:00:00
127,686,2022-07-17 00:00:00
128,687,2022-07-18 00:00:00
128,688,2022-07-21 00:00:00
128,689,2022-07-20 00:00:00
128,690,2022-07-17 00:00:00
129,691,2022-07-18 00:00:00
129,692,2022-07-22 00:00:00
129,693,2022-07-18 00:00:00
129,694,2022-07-20 00:00:00
129,695,2022-07-22 00:00:00
129,696,2022-07-18 00:00:00
130,697,2022-07-22 00:00:00
130,698,2022-07-22 00:00:00
130,699,2022-07-25 00:00:00
130,700,2022-07-21 00:00:00
130,701,2022-07-25 00:00:00
130,702,2022-07-23 00:00:00
130,703,2022-07-22 00:00:00
130,704,2022-07-25 00:00:00
130,705,2022-07-24 00:00:00
131,706,2022-07-28 00:00:00
131,707,2022-07-28 00:00:00
131,708,2022-07-28 00:00:00
131,709,2022-07-26 00:00:00
131,710,2022-07-26 00:00:00
131,711,2022-07-29 00:00:00
131,712,2022-07-30 00:00:00
131,713,2022-07-30 00:00:00
131,714,2022-07-27 00:00:00
131,715,2022-07-30 00:00:00
131,716,2022-07-29 00:00:00
131,717,2022-07-27 00:00:00
131,718,2022-07-28 00:00:00
131,719,2022-07-29 00:00:00
132,720,2022-08-04 00:00:00
133,721,2022-08-20 00:00:00
133,722,2022-08-20 00:00:00
134,723,2022-08-17 00:00:00
134,724,2022-08-20 00:00:00
135,725,2022-08-21 00:00:00
135,726,2022-08-20 00:00:00
135,727,2022-08-21 00:00:00
135,728,2022-08-21 00:00:00
136,729,2022-08-18 00:00:00
136,730,2022-08-20 00:00:00
136,731,2022-08-18 00:00:00
136,732,2022-08-22 00:00:00
136,733,2022-08-19 00:00:00
136,734,2022-08-19 00:00:00
137,735,2022-08-24 00:00:00
137,736,2022-08-21 00:00:00
137,737,2022-08-21 00:00:00
137,738,2022-08-25 00:00:00
137,739,2022-08-24 00:00:00
137,740,2022-08-22 00:00:00
137,741,2022-08-22 00:00:00
137,742,2022-08-24 00:00:00
137,743,2022-08-23 00:00:00
138,744,2022-08-30 00:00:00
138,745,2022-08-26 00:00:00
138,746,2022-08-29 00:00:00
138,747,2022-08-28 00:00:00
138,748,2022-08-30 00:00:00
138,749,2022-08-30 00:00:00
138,750,2022-08-26 00:00:00
138,751,2022-08-29 00:00:00
138,752,2022-08-29 00:00:00
138,753,2022-08-28 00:00:00
138,754,2022-08-27 00:00:00
138,755,2022-08-30 00:00:00
138,756,2022-08-29 00:00:00
138,757,2022-08-26 00:00:00
139,758,2022-09-07 00:00:00
140,759,2022-09-19 00:00:00
140,760,2022-09-20 00:00:00
141,761,2022-09-20 00:00:00
141,762,2022-09-18 00:00:00
142,763,2022-09-17 00:00:00
142,764,2022-09-20 00:00:00
142,765,2022-09-18 00:00:00
142,766,2022-09-18 00:00:00
143,767,2022-09-21 00:00:00
143,768,2022-09-18 00:00:00
143,769,2022-09-22 00:00:00
143,770,2022-09-19 00:00:00
143,771,2022-09-20 00:00:00
143,772,2022-09-21 00:00:00
144,773,2022-09-23 00:00:00
144,774,2022-09-24 00:00:00
144,775,2022-09-22 00:00:00
144,776,2022-09-25 00:00:00
144,777,2022-09-21 00:00:00
144,778,2022-09-25 00:00:00
144,779,2022-09-23 00:00:00
144,780,2022-09-21 00:00:00
144,781,2022-09-22 00:00:00
145,782,2022-09-28 00:00:00
145,783,2022-09-30 00:00:00
145,784,2022-09-28 00:00:00
145,785,2022-09-27 00:00:00
145,786,2022-09-27 00:00:00
145,787,2022-09-30 00:00:00
145,788,2022-09-27 00:00:00
145,789,2022-09-28 00:00:00
145,790,2022-09-26 00:00:00
145,791,2022-09-26 00:00:00
145,792,2022-09-29 00:00:00
145,793,2022-09-30 00:00:00
145,794,2022-09-28 00:00:00
145,795,2022-09-30 00:00:00
146,796,2022-10-07 00:00:00
147,797,2022-10-19 00:00:00
147,798,2022-10-21 00:00:00
148,799,2022-10-19 00:00:00
148,800,2022-10-20 00:00:00
149,801,2022-10-21 00:00:00
149,802,2022-10-20 00:00:00
149,803,2022-10-20 00:00:00
149,804,2022-10-21 00:00:00
150,805,2022-10-23 00:00:00
150,806,2022-10-19 00:00:00
150,807,2022-10-22 00:00:00
150,808,2022-10-21 00:00:00
150,809,2022-10-22 00:00:00
150,810,2022-10-19 00:00:00
151,811,2022-10-25 00:00:00
151,812,2022-10-24 00:00:00
151,813,2022-10-26 00:00:00
151,814,2022-10-24 00:00:00
151,815,2022-10-23 00:00:00
151,816,2022-10-22 00:00:00
151,817,2022-10-24 00:00:00
151,818,2022-10-22 00:00:00
151,819,2022-10-22 00:00:00
152,820,2022-10-30 00:00:00
